service,efa_date,delivery_start,delivery_end,efa,cleared_volume,clearing_price,service_type,auction_id
DCL,2022-10-18,2022-10-18T11:00:00+0000,2022-10-18T15:00:00+0000,4,633.0,4.11,,
DCH,2022-10-18,2022-10-18T11:00:00+0000,2022-10-18T15:00:00+0000,4,479.0,1.24,,
DRL,2022-10-18,2022-10-18T07:00:00+0000,2022-10-18T11:00:00+0000,3,60.0,35.0,,
DRH,2022-10-18,2022-10-18T07:00:00+0000,2022-10-18T11:00:00+0000,3,98.0,5.0,,
DML,2022-10-18,2022-10-18T07:00:00+0000,2022-10-18T11:00:00+0000,3,23.0,8.67,,
DMH,2022-10-18,2022-10-18T07:00:00+0000,2022-10-18T11:00:00+0000,3,22.0,10.89,,
DCL,2022-10-18,2022-10-18T07:00:00+0000,2022-10-18T11:00:00+0000,3,698.0,26.6,,
DCH,2022-10-18,2022-10-18T07:00:00+0000,2022-10-18T11:00:00+0000,3,471.0,0.88,,
DRL,2022-10-18,2022-10-18T03:00:00+0000,2022-10-18T07:00:00+0000,2,60.0,20.0,,
DRH,2022-10-18,2022-10-18T03:00:00+0000,2022-10-18T07:00:00+0000,2,100.0,0.0,,
DML,2022-10-18,2022-10-18T03:00:00+0000,2022-10-18T07:00:00+0000,2,22.0,5.0,,
DMH,2022-10-18,2022-10-18T03:00:00+0000,2022-10-18T07:00:00+0000,2,21.0,12.0,,
DCL,2022-10-18,2022-10-18T03:00:00+0000,2022-10-18T07:00:00+0000,2,890.0,15.98,,
DCH,2022-10-18,2022-10-18T03:00:00+0000,2022-10-18T07:00:00+0000,2,769.0,6.33,,
DRL,2022-10-18,2022-10-17T23:00:00+0000,2022-10-18T03:00:00+0000,1,60.0,15.0,,
DRH,2022-10-18,2022-10-17T23:00:00+0000,2022-10-18T03:00:00+0000,1,100.0,0.0,,
DML,2022-10-18,2022-10-17T23:00:00+0000,2022-10-18T03:00:00+0000,1,19.0,5.0,,
DMH,2022-10-18,2022-10-17T23:00:00+0000,2022-10-18T03:00:00+0000,1,0.0,0.0,,
DCL,2022-10-18,2022-10-17T23:00:00+0000,2022-10-18T03:00:00+0000,1,872.0,9.39,,
DCH,2022-10-18,2022-10-17T23:00:00+0000,2022-10-18T03:00:00+0000,1,758.0,4.86,,
DRL,2022-10-17,2022-10-17T19:00:00+0000,2022-10-17T23:00:00+0000,6,0.0,0.0,,
DRH,2022-10-17,2022-10-17T19:00:00+0000,2022-10-17T23:00:00+0000,6,0.0,0.0,,
DML,2022-10-17,2022-10-17T19:00:00+0000,2022-10-17T23:00:00+0000,6,0.0,0.0,,
DMH,2022-10-17,2022-10-17T19:00:00+0000,2022-10-17T23:00:00+0000,6,0.0,0.0,,
DCL,2022-10-17,2022-10-17T19:00:00+0000,2022-10-17T23:00:00+0000,6,666.0,7.38,,
DCH,2022-10-17,2022-10-17T19:00:00+0000,2022-10-17T23:00:00+0000,6,477.0,0.94,,
DRL,2022-10-17,2022-10-17T15:00:00+0000,2022-10-17T19:00:00+0000,5,0.0,0.0,,
DRH,2022-10-17,2022-10-17T15:00:00+0000,2022-10-17T19:00:00+0000,5,0.0,0.0,,
DML,2022-10-17,2022-10-17T15:00:00+0000,2022-10-17T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-17,2022-10-17T15:00:00+0000,2022-10-17T19:00:00+0000,5,0.0,0.0,,
DCL,2022-10-17,2022-10-17T15:00:00+0000,2022-10-17T19:00:00+0000,5,793.0,19.9,,
DCH,2022-10-17,2022-10-17T15:00:00+0000,2022-10-17T19:00:00+0000,5,608.0,6.15,,
DRL,2022-10-17,2022-10-17T11:00:00+0000,2022-10-17T15:00:00+0000,4,0.0,0.0,,
DRH,2022-10-17,2022-10-17T11:00:00+0000,2022-10-17T15:00:00+0000,4,0.0,0.0,,
DML,2022-10-17,2022-10-17T11:00:00+0000,2022-10-17T15:00:00+0000,4,0.0,0.0,,
DMH,2022-10-17,2022-10-17T11:00:00+0000,2022-10-17T15:00:00+0000,4,0.0,0.0,,
DCL,2022-10-17,2022-10-17T11:00:00+0000,2022-10-17T15:00:00+0000,4,823.0,4.33,,
DCH,2022-10-17,2022-10-17T11:00:00+0000,2022-10-17T15:00:00+0000,4,628.0,1.24,,
DRL,2022-10-17,2022-10-17T07:00:00+0000,2022-10-17T11:00:00+0000,3,0.0,0.0,,
DRH,2022-10-17,2022-10-17T07:00:00+0000,2022-10-17T11:00:00+0000,3,0.0,0.0,,
DML,2022-10-17,2022-10-17T07:00:00+0000,2022-10-17T11:00:00+0000,3,0.0,0.0,,
DMH,2022-10-17,2022-10-17T07:00:00+0000,2022-10-17T11:00:00+0000,3,0.0,0.0,,
DCL,2022-10-17,2022-10-17T07:00:00+0000,2022-10-17T11:00:00+0000,3,800.0,9.97,,
DCH,2022-10-17,2022-10-17T07:00:00+0000,2022-10-17T11:00:00+0000,3,594.0,0.94,,
DRL,2022-10-17,2022-10-17T03:00:00+0000,2022-10-17T07:00:00+0000,2,0.0,0.0,,
DRH,2022-10-17,2022-10-17T03:00:00+0000,2022-10-17T07:00:00+0000,2,0.0,0.0,,
DML,2022-10-17,2022-10-17T03:00:00+0000,2022-10-17T07:00:00+0000,2,0.0,0.0,,
DMH,2022-10-17,2022-10-17T03:00:00+0000,2022-10-17T07:00:00+0000,2,0.0,0.0,,
DCL,2022-10-17,2022-10-17T03:00:00+0000,2022-10-17T07:00:00+0000,2,851.0,3.9,,
DCH,2022-10-17,2022-10-17T03:00:00+0000,2022-10-17T07:00:00+0000,2,720.0,1.62,,
DRL,2022-10-17,2022-10-16T23:00:00+0000,2022-10-17T03:00:00+0000,1,0.0,0.0,,
DRH,2022-10-17,2022-10-16T23:00:00+0000,2022-10-17T03:00:00+0000,1,0.0,0.0,,
DML,2022-10-17,2022-10-16T23:00:00+0000,2022-10-17T03:00:00+0000,1,0.0,0.0,,
DMH,2022-10-17,2022-10-16T23:00:00+0000,2022-10-17T03:00:00+0000,1,0.0,0.0,,
DCL,2022-10-17,2022-10-16T23:00:00+0000,2022-10-17T03:00:00+0000,1,837.0,2.41,,
DCH,2022-10-17,2022-10-16T23:00:00+0000,2022-10-17T03:00:00+0000,1,711.0,1.5,,
DRL,2022-10-16,2022-10-16T19:00:00+0000,2022-10-16T23:00:00+0000,6,0.0,0.0,,
DRH,2022-10-16,2022-10-16T19:00:00+0000,2022-10-16T23:00:00+0000,6,0.0,0.0,,
DML,2022-10-16,2022-10-16T19:00:00+0000,2022-10-16T23:00:00+0000,6,0.0,0.0,,
DMH,2022-10-16,2022-10-16T19:00:00+0000,2022-10-16T23:00:00+0000,6,0.0,0.0,,
DCL,2022-10-16,2022-10-16T19:00:00+0000,2022-10-16T23:00:00+0000,6,670.0,4.92,,
DCH,2022-10-16,2022-10-16T19:00:00+0000,2022-10-16T23:00:00+0000,6,777.0,5.43,,
DRL,2022-10-16,2022-10-16T15:00:00+0000,2022-10-16T19:00:00+0000,5,0.0,0.0,,
DRH,2022-10-16,2022-10-16T15:00:00+0000,2022-10-16T19:00:00+0000,5,0.0,0.0,,
DML,2022-10-16,2022-10-16T15:00:00+0000,2022-10-16T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-16,2022-10-16T15:00:00+0000,2022-10-16T19:00:00+0000,5,0.0,0.0,,
DCL,2022-10-16,2022-10-16T15:00:00+0000,2022-10-16T19:00:00+0000,5,698.0,6.95,,
DCH,2022-10-16,2022-10-16T15:00:00+0000,2022-10-16T19:00:00+0000,5,672.0,2.26,,
DRL,2022-10-16,2022-10-16T11:00:00+0000,2022-10-16T15:00:00+0000,4,0.0,0.0,,
DRH,2022-10-16,2022-10-16T11:00:00+0000,2022-10-16T15:00:00+0000,4,0.0,0.0,,
DML,2022-10-16,2022-10-16T11:00:00+0000,2022-10-16T15:00:00+0000,4,0.0,0.0,,
DMH,2022-10-16,2022-10-16T11:00:00+0000,2022-10-16T15:00:00+0000,4,0.0,0.0,,
DCL,2022-10-16,2022-10-16T11:00:00+0000,2022-10-16T15:00:00+0000,4,871.0,3.13,,
DCH,2022-10-16,2022-10-16T11:00:00+0000,2022-10-16T15:00:00+0000,4,774.0,5.11,,
DRL,2022-10-16,2022-10-16T07:00:00+0000,2022-10-16T11:00:00+0000,3,0.0,0.0,,
DRH,2022-10-16,2022-10-16T07:00:00+0000,2022-10-16T11:00:00+0000,3,0.0,0.0,,
DML,2022-10-16,2022-10-16T07:00:00+0000,2022-10-16T11:00:00+0000,3,0.0,0.0,,
DMH,2022-10-16,2022-10-16T07:00:00+0000,2022-10-16T11:00:00+0000,3,0.0,0.0,,
DCL,2022-10-16,2022-10-16T07:00:00+0000,2022-10-16T11:00:00+0000,3,817.0,2.06,,
DCH,2022-10-16,2022-10-16T07:00:00+0000,2022-10-16T11:00:00+0000,3,847.0,2.02,,
DRL,2022-10-16,2022-10-16T03:00:00+0000,2022-10-16T07:00:00+0000,2,0.0,0.0,,
DRH,2022-10-16,2022-10-16T03:00:00+0000,2022-10-16T07:00:00+0000,2,0.0,0.0,,
DML,2022-10-16,2022-10-16T03:00:00+0000,2022-10-16T07:00:00+0000,2,0.0,0.0,,
DMH,2022-10-16,2022-10-16T03:00:00+0000,2022-10-16T07:00:00+0000,2,0.0,0.0,,
DCL,2022-10-16,2022-10-16T03:00:00+0000,2022-10-16T07:00:00+0000,2,878.0,3.54,,
DCH,2022-10-16,2022-10-16T03:00:00+0000,2022-10-16T07:00:00+0000,2,836.0,5.59,,
DRL,2022-10-16,2022-10-15T23:00:00+0000,2022-10-16T03:00:00+0000,1,0.0,0.0,,
DRH,2022-10-16,2022-10-15T23:00:00+0000,2022-10-16T03:00:00+0000,1,0.0,0.0,,
DML,2022-10-16,2022-10-15T23:00:00+0000,2022-10-16T03:00:00+0000,1,0.0,0.0,,
DMH,2022-10-16,2022-10-15T23:00:00+0000,2022-10-16T03:00:00+0000,1,0.0,0.0,,
DCL,2022-10-16,2022-10-15T23:00:00+0000,2022-10-16T03:00:00+0000,1,843.0,4.45,,
DCH,2022-10-16,2022-10-15T23:00:00+0000,2022-10-16T03:00:00+0000,1,830.0,3.9,,
DRL,2022-10-15,2022-10-15T19:00:00+0000,2022-10-15T23:00:00+0000,6,0.0,0.0,,
DRH,2022-10-15,2022-10-15T19:00:00+0000,2022-10-15T23:00:00+0000,6,0.0,0.0,,
DML,2022-10-15,2022-10-15T19:00:00+0000,2022-10-15T23:00:00+0000,6,0.0,0.0,,
DMH,2022-10-15,2022-10-15T19:00:00+0000,2022-10-15T23:00:00+0000,6,0.0,0.0,,
DCL,2022-10-15,2022-10-15T19:00:00+0000,2022-10-15T23:00:00+0000,6,900.0,6.96,,
DCH,2022-10-15,2022-10-15T19:00:00+0000,2022-10-15T23:00:00+0000,6,632.0,1.2,,
DRL,2022-10-15,2022-10-15T15:00:00+0000,2022-10-15T19:00:00+0000,5,0.0,0.0,,
DRH,2022-10-15,2022-10-15T15:00:00+0000,2022-10-15T19:00:00+0000,5,0.0,0.0,,
DML,2022-10-15,2022-10-15T15:00:00+0000,2022-10-15T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-15,2022-10-15T15:00:00+0000,2022-10-15T19:00:00+0000,5,0.0,0.0,,
DCL,2022-10-15,2022-10-15T15:00:00+0000,2022-10-15T19:00:00+0000,5,1032.0,25.27,,
DCH,2022-10-15,2022-10-15T15:00:00+0000,2022-10-15T19:00:00+0000,5,661.0,1.2,,
DRL,2022-10-15,2022-10-15T11:00:00+0000,2022-10-15T15:00:00+0000,4,0.0,0.0,,
DRH,2022-10-15,2022-10-15T11:00:00+0000,2022-10-15T15:00:00+0000,4,0.0,0.0,,
DML,2022-10-15,2022-10-15T11:00:00+0000,2022-10-15T15:00:00+0000,4,0.0,0.0,,
DMH,2022-10-15,2022-10-15T11:00:00+0000,2022-10-15T15:00:00+0000,4,0.0,0.0,,
DCL,2022-10-15,2022-10-15T11:00:00+0000,2022-10-15T15:00:00+0000,4,1071.0,7.49,,
DCH,2022-10-15,2022-10-15T11:00:00+0000,2022-10-15T15:00:00+0000,4,662.0,1.2,,
DRL,2022-10-15,2022-10-15T07:00:00+0000,2022-10-15T11:00:00+0000,3,0.0,0.0,,
DRH,2022-10-15,2022-10-15T07:00:00+0000,2022-10-15T11:00:00+0000,3,0.0,0.0,,
DML,2022-10-15,2022-10-15T07:00:00+0000,2022-10-15T11:00:00+0000,3,0.0,0.0,,
DMH,2022-10-15,2022-10-15T07:00:00+0000,2022-10-15T11:00:00+0000,3,0.0,0.0,,
DCL,2022-10-15,2022-10-15T07:00:00+0000,2022-10-15T11:00:00+0000,3,956.0,4.59,,
DCH,2022-10-15,2022-10-15T07:00:00+0000,2022-10-15T11:00:00+0000,3,682.0,1.2,,
DRL,2022-10-15,2022-10-15T03:00:00+0000,2022-10-15T07:00:00+0000,2,0.0,0.0,,
DRH,2022-10-15,2022-10-15T03:00:00+0000,2022-10-15T07:00:00+0000,2,0.0,0.0,,
DML,2022-10-15,2022-10-15T03:00:00+0000,2022-10-15T07:00:00+0000,2,0.0,0.0,,
DMH,2022-10-15,2022-10-15T03:00:00+0000,2022-10-15T07:00:00+0000,2,0.0,0.0,,
DCL,2022-10-15,2022-10-15T03:00:00+0000,2022-10-15T07:00:00+0000,2,952.0,4.4,,
DCH,2022-10-15,2022-10-15T03:00:00+0000,2022-10-15T07:00:00+0000,2,721.0,1.2,,
DRL,2022-10-15,2022-10-14T23:00:00+0000,2022-10-15T03:00:00+0000,1,0.0,0.0,,
DRH,2022-10-15,2022-10-14T23:00:00+0000,2022-10-15T03:00:00+0000,1,0.0,0.0,,
DML,2022-10-15,2022-10-14T23:00:00+0000,2022-10-15T03:00:00+0000,1,0.0,0.0,,
DMH,2022-10-15,2022-10-14T23:00:00+0000,2022-10-15T03:00:00+0000,1,0.0,0.0,,
DCL,2022-10-15,2022-10-14T23:00:00+0000,2022-10-15T03:00:00+0000,1,769.0,1.33,,
DCH,2022-10-15,2022-10-14T23:00:00+0000,2022-10-15T03:00:00+0000,1,640.0,1.2,,
DRL,2022-10-14,2022-10-14T19:00:00+0000,2022-10-14T23:00:00+0000,6,42.0,51.0,,
DRH,2022-10-14,2022-10-14T19:00:00+0000,2022-10-14T23:00:00+0000,6,84.0,5.6,,
DML,2022-10-14,2022-10-14T19:00:00+0000,2022-10-14T23:00:00+0000,6,9.0,9.77,,
DMH,2022-10-14,2022-10-14T19:00:00+0000,2022-10-14T23:00:00+0000,6,3.0,10.23,,
DCL,2022-10-14,2022-10-14T19:00:00+0000,2022-10-14T23:00:00+0000,6,823.0,37.31,,
DCH,2022-10-14,2022-10-14T19:00:00+0000,2022-10-14T23:00:00+0000,6,427.0,0.8,,
DRL,2022-10-14,2022-10-14T15:00:00+0000,2022-10-14T19:00:00+0000,5,51.0,47.98,,
DRH,2022-10-14,2022-10-14T15:00:00+0000,2022-10-14T19:00:00+0000,5,73.0,28.45,,
DML,2022-10-14,2022-10-14T15:00:00+0000,2022-10-14T19:00:00+0000,5,6.0,8.1,,
DMH,2022-10-14,2022-10-14T15:00:00+0000,2022-10-14T19:00:00+0000,5,0.0,0.0,,
DCL,2022-10-14,2022-10-14T15:00:00+0000,2022-10-14T19:00:00+0000,5,857.0,41.94,,
DCH,2022-10-14,2022-10-14T15:00:00+0000,2022-10-14T19:00:00+0000,5,360.0,0.01,,
DRL,2022-10-14,2022-10-14T11:00:00+0000,2022-10-14T15:00:00+0000,4,36.0,36.98,,
DRH,2022-10-14,2022-10-14T11:00:00+0000,2022-10-14T15:00:00+0000,4,90.0,3.5,,
DML,2022-10-14,2022-10-14T11:00:00+0000,2022-10-14T15:00:00+0000,4,6.0,7.5,,
DMH,2022-10-14,2022-10-14T11:00:00+0000,2022-10-14T15:00:00+0000,4,9.0,10.9,,
DCL,2022-10-14,2022-10-14T11:00:00+0000,2022-10-14T15:00:00+0000,4,799.0,6.79,,
DCH,2022-10-14,2022-10-14T11:00:00+0000,2022-10-14T15:00:00+0000,4,362.0,0.8,,
DRL,2022-10-14,2022-10-14T07:00:00+0000,2022-10-14T11:00:00+0000,3,36.0,49.98,,
DRH,2022-10-14,2022-10-14T07:00:00+0000,2022-10-14T11:00:00+0000,3,90.0,5.3,,
DML,2022-10-14,2022-10-14T07:00:00+0000,2022-10-14T11:00:00+0000,3,6.0,8.5,,
DMH,2022-10-14,2022-10-14T07:00:00+0000,2022-10-14T11:00:00+0000,3,0.0,0.0,,
DCL,2022-10-14,2022-10-14T07:00:00+0000,2022-10-14T11:00:00+0000,3,808.0,12.9,,
DCH,2022-10-14,2022-10-14T07:00:00+0000,2022-10-14T11:00:00+0000,3,391.0,0.01,,
DRL,2022-10-14,2022-10-14T03:00:00+0000,2022-10-14T07:00:00+0000,2,34.0,20.0,,
DRH,2022-10-14,2022-10-14T03:00:00+0000,2022-10-14T07:00:00+0000,2,90.0,4.9,,
DML,2022-10-14,2022-10-14T03:00:00+0000,2022-10-14T07:00:00+0000,2,0.0,0.0,,
DMH,2022-10-14,2022-10-14T03:00:00+0000,2022-10-14T07:00:00+0000,2,0.0,0.0,,
DCL,2022-10-14,2022-10-14T03:00:00+0000,2022-10-14T07:00:00+0000,2,901.0,25.88,,
DCH,2022-10-14,2022-10-14T03:00:00+0000,2022-10-14T07:00:00+0000,2,668.0,1.11,,
DRL,2022-10-14,2022-10-13T23:00:00+0000,2022-10-14T03:00:00+0000,1,5.0,15.5,,
DRH,2022-10-14,2022-10-13T23:00:00+0000,2022-10-14T03:00:00+0000,1,89.0,2.2,,
DML,2022-10-14,2022-10-13T23:00:00+0000,2022-10-14T03:00:00+0000,1,0.0,0.0,,
DMH,2022-10-14,2022-10-13T23:00:00+0000,2022-10-14T03:00:00+0000,1,0.0,0.0,,
DCL,2022-10-14,2022-10-13T23:00:00+0000,2022-10-14T03:00:00+0000,1,891.0,21.88,,
DCH,2022-10-14,2022-10-13T23:00:00+0000,2022-10-14T03:00:00+0000,1,651.0,1.08,,
DRL,2022-10-13,2022-10-13T19:00:00+0000,2022-10-13T23:00:00+0000,6,17.0,51.0,,
DRH,2022-10-13,2022-10-13T19:00:00+0000,2022-10-13T23:00:00+0000,6,72.0,26.45,,
DML,2022-10-13,2022-10-13T19:00:00+0000,2022-10-13T23:00:00+0000,6,0.0,0.0,,
DMH,2022-10-13,2022-10-13T19:00:00+0000,2022-10-13T23:00:00+0000,6,8.0,11.4,,
DCL,2022-10-13,2022-10-13T19:00:00+0000,2022-10-13T23:00:00+0000,6,675.0,8.29,,
DCH,2022-10-13,2022-10-13T19:00:00+0000,2022-10-13T23:00:00+0000,6,593.0,1.31,,
DRL,2022-10-13,2022-10-13T15:00:00+0000,2022-10-13T19:00:00+0000,5,17.0,51.0,,
DRH,2022-10-13,2022-10-13T15:00:00+0000,2022-10-13T19:00:00+0000,5,72.0,18.45,,
DML,2022-10-13,2022-10-13T15:00:00+0000,2022-10-13T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-13,2022-10-13T15:00:00+0000,2022-10-13T19:00:00+0000,5,9.0,12.9,,
DCL,2022-10-13,2022-10-13T15:00:00+0000,2022-10-13T19:00:00+0000,5,629.0,7.21,,
DCH,2022-10-13,2022-10-13T15:00:00+0000,2022-10-13T19:00:00+0000,5,469.0,0.8,,
DRL,2022-10-13,2022-10-13T11:00:00+0000,2022-10-13T15:00:00+0000,4,17.0,31.0,,
DRH,2022-10-13,2022-10-13T11:00:00+0000,2022-10-13T15:00:00+0000,4,72.0,16.45,,
DML,2022-10-13,2022-10-13T11:00:00+0000,2022-10-13T15:00:00+0000,4,4.0,7.6,,
DMH,2022-10-13,2022-10-13T11:00:00+0000,2022-10-13T15:00:00+0000,4,12.0,11.4,,
DCL,2022-10-13,2022-10-13T11:00:00+0000,2022-10-13T15:00:00+0000,4,473.0,1.24,,
DCH,2022-10-13,2022-10-13T11:00:00+0000,2022-10-13T15:00:00+0000,4,469.0,1.77,,
DRL,2022-10-13,2022-10-13T07:00:00+0000,2022-10-13T11:00:00+0000,3,17.0,36.0,,
DRH,2022-10-13,2022-10-13T07:00:00+0000,2022-10-13T11:00:00+0000,3,100.0,0.0,,
DML,2022-10-13,2022-10-13T07:00:00+0000,2022-10-13T11:00:00+0000,3,4.0,10.0,,
DMH,2022-10-13,2022-10-13T07:00:00+0000,2022-10-13T11:00:00+0000,3,4.0,10.0,,
DCL,2022-10-13,2022-10-13T07:00:00+0000,2022-10-13T11:00:00+0000,3,579.0,14.9,,
DCH,2022-10-13,2022-10-13T07:00:00+0000,2022-10-13T11:00:00+0000,3,474.0,0.5,,
DRL,2022-10-13,2022-10-13T03:00:00+0000,2022-10-13T07:00:00+0000,2,17.0,24.98,,
DRH,2022-10-13,2022-10-13T03:00:00+0000,2022-10-13T07:00:00+0000,2,100.0,0.0,,
DML,2022-10-13,2022-10-13T03:00:00+0000,2022-10-13T07:00:00+0000,2,24.0,7.0,,
DMH,2022-10-13,2022-10-13T03:00:00+0000,2022-10-13T07:00:00+0000,2,33.0,13.0,,
DCL,2022-10-13,2022-10-13T03:00:00+0000,2022-10-13T07:00:00+0000,2,677.0,1.55,,
DCH,2022-10-13,2022-10-13T03:00:00+0000,2022-10-13T07:00:00+0000,2,622.0,2.9,,
DRL,2022-10-13,2022-10-12T23:00:00+0000,2022-10-13T03:00:00+0000,1,17.0,27.98,,
DRH,2022-10-13,2022-10-12T23:00:00+0000,2022-10-13T03:00:00+0000,1,100.0,0.0,,
DML,2022-10-13,2022-10-12T23:00:00+0000,2022-10-13T03:00:00+0000,1,22.0,6.87,,
DMH,2022-10-13,2022-10-12T23:00:00+0000,2022-10-13T03:00:00+0000,1,31.0,12.13,,
DCL,2022-10-13,2022-10-12T23:00:00+0000,2022-10-13T03:00:00+0000,1,606.0,1.13,,
DCH,2022-10-13,2022-10-12T23:00:00+0000,2022-10-13T03:00:00+0000,1,614.0,1.08,,
DRL,2022-10-12,2022-10-12T19:00:00+0000,2022-10-12T23:00:00+0000,6,29.0,43.0,,
DRH,2022-10-12,2022-10-12T19:00:00+0000,2022-10-12T23:00:00+0000,6,94.0,2.9,,
DML,2022-10-12,2022-10-12T19:00:00+0000,2022-10-12T23:00:00+0000,6,0.0,0.0,,
DMH,2022-10-12,2022-10-12T19:00:00+0000,2022-10-12T23:00:00+0000,6,9.0,12.0,,
DCL,2022-10-12,2022-10-12T19:00:00+0000,2022-10-12T23:00:00+0000,6,649.0,19.2,,
DCH,2022-10-12,2022-10-12T19:00:00+0000,2022-10-12T23:00:00+0000,6,668.0,3.13,,
DRL,2022-10-12,2022-10-12T15:00:00+0000,2022-10-12T19:00:00+0000,5,16.0,24.9,,
DRH,2022-10-12,2022-10-12T15:00:00+0000,2022-10-12T19:00:00+0000,5,94.0,2.9,,
DML,2022-10-12,2022-10-12T15:00:00+0000,2022-10-12T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-12,2022-10-12T15:00:00+0000,2022-10-12T19:00:00+0000,5,0.0,0.0,,
DCL,2022-10-12,2022-10-12T15:00:00+0000,2022-10-12T19:00:00+0000,5,771.0,19.2,,
DCH,2022-10-12,2022-10-12T15:00:00+0000,2022-10-12T19:00:00+0000,5,490.0,3.42,,
DRL,2022-10-12,2022-10-12T11:00:00+0000,2022-10-12T15:00:00+0000,4,17.0,30.45,,
DRH,2022-10-12,2022-10-12T11:00:00+0000,2022-10-12T15:00:00+0000,4,94.0,2.9,,
DML,2022-10-12,2022-10-12T11:00:00+0000,2022-10-12T15:00:00+0000,4,2.0,6.5,,
DMH,2022-10-12,2022-10-12T11:00:00+0000,2022-10-12T15:00:00+0000,4,11.0,11.0,,
DCL,2022-10-12,2022-10-12T11:00:00+0000,2022-10-12T15:00:00+0000,4,699.0,2.0,,
DCH,2022-10-12,2022-10-12T11:00:00+0000,2022-10-12T15:00:00+0000,4,493.0,0.8,,
DRL,2022-10-12,2022-10-12T07:00:00+0000,2022-10-12T11:00:00+0000,3,17.0,37.45,,
DRH,2022-10-12,2022-10-12T07:00:00+0000,2022-10-12T11:00:00+0000,3,94.0,2.9,,
DML,2022-10-12,2022-10-12T07:00:00+0000,2022-10-12T11:00:00+0000,3,0.0,0.0,,
DMH,2022-10-12,2022-10-12T07:00:00+0000,2022-10-12T11:00:00+0000,3,0.0,0.0,,
DCL,2022-10-12,2022-10-12T07:00:00+0000,2022-10-12T11:00:00+0000,3,685.0,2.0,,
DCH,2022-10-12,2022-10-12T07:00:00+0000,2022-10-12T11:00:00+0000,3,532.0,0.8,,
DRL,2022-10-12,2022-10-12T03:00:00+0000,2022-10-12T07:00:00+0000,2,16.0,18.9,,
DRH,2022-10-12,2022-10-12T03:00:00+0000,2022-10-12T07:00:00+0000,2,94.0,2.9,,
DML,2022-10-12,2022-10-12T03:00:00+0000,2022-10-12T07:00:00+0000,2,0.0,0.0,,
DMH,2022-10-12,2022-10-12T03:00:00+0000,2022-10-12T07:00:00+0000,2,9.0,13.0,,
DCL,2022-10-12,2022-10-12T03:00:00+0000,2022-10-12T07:00:00+0000,2,896.0,2.89,,
DCH,2022-10-12,2022-10-12T03:00:00+0000,2022-10-12T07:00:00+0000,2,738.0,5.16,,
DRL,2022-10-12,2022-10-11T23:00:00+0000,2022-10-12T03:00:00+0000,1,23.0,29.0,,
DRH,2022-10-12,2022-10-11T23:00:00+0000,2022-10-12T03:00:00+0000,1,94.0,2.9,,
DML,2022-10-12,2022-10-11T23:00:00+0000,2022-10-12T03:00:00+0000,1,3.0,7.0,,
DMH,2022-10-12,2022-10-11T23:00:00+0000,2022-10-12T03:00:00+0000,1,12.0,12.5,,
DCL,2022-10-12,2022-10-11T23:00:00+0000,2022-10-12T03:00:00+0000,1,867.0,3.9,,
DCH,2022-10-12,2022-10-11T23:00:00+0000,2022-10-12T03:00:00+0000,1,740.0,1.66,,
DRL,2022-10-11,2022-10-11T19:00:00+0000,2022-10-11T23:00:00+0000,6,16.0,30.0,,
DRH,2022-10-11,2022-10-11T19:00:00+0000,2022-10-11T23:00:00+0000,6,64.0,0.0,,
DML,2022-10-11,2022-10-11T19:00:00+0000,2022-10-11T23:00:00+0000,6,0.0,0.0,,
DMH,2022-10-11,2022-10-11T19:00:00+0000,2022-10-11T23:00:00+0000,6,8.0,8.95,,
DCL,2022-10-11,2022-10-11T19:00:00+0000,2022-10-11T23:00:00+0000,6,873.0,11.71,,
DCH,2022-10-11,2022-10-11T19:00:00+0000,2022-10-11T23:00:00+0000,6,479.0,0.8,,
DRL,2022-10-11,2022-10-11T15:00:00+0000,2022-10-11T19:00:00+0000,5,10.0,28.0,,
DRH,2022-10-11,2022-10-11T15:00:00+0000,2022-10-11T19:00:00+0000,5,64.0,0.0,,
DML,2022-10-11,2022-10-11T15:00:00+0000,2022-10-11T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-11,2022-10-11T15:00:00+0000,2022-10-11T19:00:00+0000,5,8.0,8.95,,
DCL,2022-10-11,2022-10-11T15:00:00+0000,2022-10-11T19:00:00+0000,5,860.0,29.9,,
DCH,2022-10-11,2022-10-11T15:00:00+0000,2022-10-11T19:00:00+0000,5,386.0,1.5,,
DRL,2022-10-11,2022-10-11T11:00:00+0000,2022-10-11T15:00:00+0000,4,10.0,28.0,,
DRH,2022-10-11,2022-10-11T11:00:00+0000,2022-10-11T15:00:00+0000,4,64.0,0.0,,
DML,2022-10-11,2022-10-11T11:00:00+0000,2022-10-11T15:00:00+0000,4,2.0,7.09,,
DMH,2022-10-11,2022-10-11T11:00:00+0000,2022-10-11T15:00:00+0000,4,10.0,8.95,,
DCL,2022-10-11,2022-10-11T11:00:00+0000,2022-10-11T15:00:00+0000,4,906.0,10.59,,
DCH,2022-10-11,2022-10-11T11:00:00+0000,2022-10-11T15:00:00+0000,4,391.0,1.11,,
