service,efa_date,delivery_start,delivery_end,efa,cleared_volume,clearing_price,service_type,auction_id
DML,2022-10-25,2022-10-25T11:00:00+0000,2022-10-25T15:00:00+0000,4,30.0,5.1,,
DMH,2022-10-25,2022-10-25T11:00:00+0000,2022-10-25T15:00:00+0000,4,32.0,7.9,,
DCL,2022-10-25,2022-10-25T11:00:00+0000,2022-10-25T15:00:00+0000,4,589.0,1.68,,
DCH,2022-10-25,2022-10-25T11:00:00+0000,2022-10-25T15:00:00+0000,4,492.0,0.8,,
DRL,2022-10-25,2022-10-25T07:00:00+0000,2022-10-25T11:00:00+0000,3,60.0,16.82,,
DRH,2022-10-25,2022-10-25T07:00:00+0000,2022-10-25T11:00:00+0000,3,91.0,3.1,,
DML,2022-10-25,2022-10-25T07:00:00+0000,2022-10-25T11:00:00+0000,3,11.0,5.68,,
DMH,2022-10-25,2022-10-25T07:00:00+0000,2022-10-25T11:00:00+0000,3,13.0,8.12,,
DCL,2022-10-25,2022-10-25T07:00:00+0000,2022-10-25T11:00:00+0000,3,592.0,1.61,,
DCH,2022-10-25,2022-10-25T07:00:00+0000,2022-10-25T11:00:00+0000,3,564.0,0.8,,
DRL,2022-10-25,2022-10-25T03:00:00+0000,2022-10-25T07:00:00+0000,2,50.0,7.5,,
DRH,2022-10-25,2022-10-25T03:00:00+0000,2022-10-25T07:00:00+0000,2,74.0,11.45,,
DML,2022-10-25,2022-10-25T03:00:00+0000,2022-10-25T07:00:00+0000,2,3.0,2.33,,
DMH,2022-10-25,2022-10-25T03:00:00+0000,2022-10-25T07:00:00+0000,2,12.0,9.16,,
DCL,2022-10-25,2022-10-25T03:00:00+0000,2022-10-25T07:00:00+0000,2,703.0,2.39,,
DCH,2022-10-25,2022-10-25T03:00:00+0000,2022-10-25T07:00:00+0000,2,808.0,2.39,,
DRL,2022-10-25,2022-10-24T23:00:00+0000,2022-10-25T03:00:00+0000,1,60.0,8.0,,
DRH,2022-10-25,2022-10-24T23:00:00+0000,2022-10-25T03:00:00+0000,1,74.0,5.45,,
DML,2022-10-25,2022-10-24T23:00:00+0000,2022-10-25T03:00:00+0000,1,10.0,3.8,,
DMH,2022-10-25,2022-10-24T23:00:00+0000,2022-10-25T03:00:00+0000,1,12.0,7.9,,
DCL,2022-10-25,2022-10-24T23:00:00+0000,2022-10-25T03:00:00+0000,1,696.0,1.68,,
DCH,2022-10-25,2022-10-24T23:00:00+0000,2022-10-25T03:00:00+0000,1,797.0,2.0,,
DRL,2022-10-24,2022-10-24T19:00:00+0000,2022-10-24T23:00:00+0000,6,60.0,20.0,,
DRH,2022-10-24,2022-10-24T19:00:00+0000,2022-10-24T23:00:00+0000,6,75.0,14.5,,
DML,2022-10-24,2022-10-24T19:00:00+0000,2022-10-24T23:00:00+0000,6,6.0,5.45,,
DMH,2022-10-24,2022-10-24T19:00:00+0000,2022-10-24T23:00:00+0000,6,9.0,7.95,,
DCL,2022-10-24,2022-10-24T19:00:00+0000,2022-10-24T23:00:00+0000,6,669.0,2.59,,
DCH,2022-10-24,2022-10-24T19:00:00+0000,2022-10-24T23:00:00+0000,6,783.0,4.29,,
DRL,2022-10-24,2022-10-24T15:00:00+0000,2022-10-24T19:00:00+0000,5,60.0,20.82,,
DRH,2022-10-24,2022-10-24T15:00:00+0000,2022-10-24T19:00:00+0000,5,74.0,14.9,,
DML,2022-10-24,2022-10-24T15:00:00+0000,2022-10-24T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-24,2022-10-24T15:00:00+0000,2022-10-24T19:00:00+0000,5,0.0,0.0,,
DCL,2022-10-24,2022-10-24T15:00:00+0000,2022-10-24T19:00:00+0000,5,680.0,2.79,,
DCH,2022-10-24,2022-10-24T15:00:00+0000,2022-10-24T19:00:00+0000,5,684.0,1.62,,
DRL,2022-10-24,2022-10-24T11:00:00+0000,2022-10-24T15:00:00+0000,4,33.0,14.87,,
DRH,2022-10-24,2022-10-24T11:00:00+0000,2022-10-24T15:00:00+0000,4,73.0,6.5,,
DML,2022-10-24,2022-10-24T11:00:00+0000,2022-10-24T15:00:00+0000,4,25.0,5.0,,
DMH,2022-10-24,2022-10-24T11:00:00+0000,2022-10-24T15:00:00+0000,4,28.0,7.95,,
DCL,2022-10-24,2022-10-24T11:00:00+0000,2022-10-24T15:00:00+0000,4,594.0,1.75,,
DCH,2022-10-24,2022-10-24T11:00:00+0000,2022-10-24T15:00:00+0000,4,664.0,4.56,,
DRL,2022-10-24,2022-10-24T07:00:00+0000,2022-10-24T11:00:00+0000,3,61.0,14.57,,
DRH,2022-10-24,2022-10-24T07:00:00+0000,2022-10-24T11:00:00+0000,3,74.0,11.45,,
DML,2022-10-24,2022-10-24T07:00:00+0000,2022-10-24T11:00:00+0000,3,6.0,2.95,,
DMH,2022-10-24,2022-10-24T07:00:00+0000,2022-10-24T11:00:00+0000,3,9.0,7.95,,
DCL,2022-10-24,2022-10-24T07:00:00+0000,2022-10-24T11:00:00+0000,3,588.0,2.0,,
DCH,2022-10-24,2022-10-24T07:00:00+0000,2022-10-24T11:00:00+0000,3,448.0,0.83,,
DRL,2022-10-24,2022-10-24T03:00:00+0000,2022-10-24T07:00:00+0000,2,50.0,10.0,,
DRH,2022-10-24,2022-10-24T03:00:00+0000,2022-10-24T07:00:00+0000,2,74.0,11.45,,
DML,2022-10-24,2022-10-24T03:00:00+0000,2022-10-24T07:00:00+0000,2,6.0,2.95,,
DMH,2022-10-24,2022-10-24T03:00:00+0000,2022-10-24T07:00:00+0000,2,9.0,8.95,,
DCL,2022-10-24,2022-10-24T03:00:00+0000,2022-10-24T07:00:00+0000,2,871.0,2.49,,
DCH,2022-10-24,2022-10-24T03:00:00+0000,2022-10-24T07:00:00+0000,2,690.0,1.16,,
DRL,2022-10-24,2022-10-23T23:00:00+0000,2022-10-24T03:00:00+0000,1,32.0,8.82,,
DRH,2022-10-24,2022-10-23T23:00:00+0000,2022-10-24T03:00:00+0000,1,73.0,6.3,,
DML,2022-10-24,2022-10-23T23:00:00+0000,2022-10-24T03:00:00+0000,1,6.0,2.95,,
DMH,2022-10-24,2022-10-23T23:00:00+0000,2022-10-24T03:00:00+0000,1,0.0,0.0,,
DCL,2022-10-24,2022-10-23T23:00:00+0000,2022-10-24T03:00:00+0000,1,706.0,1.68,,
DCH,2022-10-24,2022-10-23T23:00:00+0000,2022-10-24T03:00:00+0000,1,684.0,1.33,,
DRL,2022-10-23,2022-10-23T19:00:00+0000,2022-10-23T23:00:00+0000,6,36.0,24.47,,
DRH,2022-10-23,2022-10-23T19:00:00+0000,2022-10-23T23:00:00+0000,6,75.0,14.5,,
DML,2022-10-23,2022-10-23T19:00:00+0000,2022-10-23T23:00:00+0000,6,0.0,0.0,,
DMH,2022-10-23,2022-10-23T19:00:00+0000,2022-10-23T23:00:00+0000,6,0.0,0.0,,
DCL,2022-10-23,2022-10-23T19:00:00+0000,2022-10-23T23:00:00+0000,6,878.0,7.98,,
DCH,2022-10-23,2022-10-23T19:00:00+0000,2022-10-23T23:00:00+0000,6,678.0,1.46,,
DRL,2022-10-23,2022-10-23T15:00:00+0000,2022-10-23T19:00:00+0000,5,60.0,22.26,,
DRH,2022-10-23,2022-10-23T15:00:00+0000,2022-10-23T19:00:00+0000,5,74.0,16.45,,
DML,2022-10-23,2022-10-23T15:00:00+0000,2022-10-23T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-23,2022-10-23T15:00:00+0000,2022-10-23T19:00:00+0000,5,0.0,0.0,,
DCL,2022-10-23,2022-10-23T15:00:00+0000,2022-10-23T19:00:00+0000,5,891.0,14.23,,
DCH,2022-10-23,2022-10-23T15:00:00+0000,2022-10-23T19:00:00+0000,5,661.0,3.69,,
DRL,2022-10-23,2022-10-23T11:00:00+0000,2022-10-23T15:00:00+0000,4,59.0,15.0,,
DRH,2022-10-23,2022-10-23T11:00:00+0000,2022-10-23T15:00:00+0000,4,73.0,10.45,,
DML,2022-10-23,2022-10-23T11:00:00+0000,2022-10-23T15:00:00+0000,4,25.0,5.0,,
DMH,2022-10-23,2022-10-23T11:00:00+0000,2022-10-23T15:00:00+0000,4,27.0,7.95,,
DCL,2022-10-23,2022-10-23T11:00:00+0000,2022-10-23T15:00:00+0000,4,818.0,1.95,,
DCH,2022-10-23,2022-10-23T11:00:00+0000,2022-10-23T15:00:00+0000,4,703.0,2.68,,
DRL,2022-10-23,2022-10-23T07:00:00+0000,2022-10-23T11:00:00+0000,3,31.0,10.89,,
DRH,2022-10-23,2022-10-23T07:00:00+0000,2022-10-23T11:00:00+0000,3,73.0,11.45,,
DML,2022-10-23,2022-10-23T07:00:00+0000,2022-10-23T11:00:00+0000,3,6.0,2.49,,
DMH,2022-10-23,2022-10-23T07:00:00+0000,2022-10-23T11:00:00+0000,3,8.0,7.95,,
DCL,2022-10-23,2022-10-23T07:00:00+0000,2022-10-23T11:00:00+0000,3,908.0,3.99,,
DCH,2022-10-23,2022-10-23T07:00:00+0000,2022-10-23T11:00:00+0000,3,823.0,3.02,,
DRL,2022-10-23,2022-10-23T03:00:00+0000,2022-10-23T07:00:00+0000,2,50.0,10.0,,
DRH,2022-10-23,2022-10-23T03:00:00+0000,2022-10-23T07:00:00+0000,2,73.0,11.45,,
DML,2022-10-23,2022-10-23T03:00:00+0000,2022-10-23T07:00:00+0000,2,6.0,2.49,,
DMH,2022-10-23,2022-10-23T03:00:00+0000,2022-10-23T07:00:00+0000,2,8.0,8.95,,
DCL,2022-10-23,2022-10-23T03:00:00+0000,2022-10-23T07:00:00+0000,2,956.0,8.21,,
DCH,2022-10-23,2022-10-23T03:00:00+0000,2022-10-23T07:00:00+0000,2,845.0,1.73,,
DRL,2022-10-23,2022-10-22T23:00:00+0000,2022-10-23T03:00:00+0000,1,58.0,10.0,,
DRH,2022-10-23,2022-10-22T23:00:00+0000,2022-10-23T03:00:00+0000,1,74.0,10.8,,
DML,2022-10-23,2022-10-22T23:00:00+0000,2022-10-23T03:00:00+0000,1,6.0,2.49,,
DMH,2022-10-23,2022-10-22T23:00:00+0000,2022-10-23T03:00:00+0000,1,9.0,8.95,,
DCL,2022-10-23,2022-10-22T23:00:00+0000,2022-10-23T03:00:00+0000,1,917.0,6.63,,
DCH,2022-10-23,2022-10-22T23:00:00+0000,2022-10-23T03:00:00+0000,1,819.0,1.95,,
DRL,2022-10-22,2022-10-22T19:00:00+0000,2022-10-22T23:00:00+0000,6,39.0,27.87,,
DRH,2022-10-22,2022-10-22T19:00:00+0000,2022-10-22T23:00:00+0000,6,75.0,18.45,,
DML,2022-10-22,2022-10-22T19:00:00+0000,2022-10-22T23:00:00+0000,6,11.0,7.5,,
DMH,2022-10-22,2022-10-22T19:00:00+0000,2022-10-22T23:00:00+0000,6,14.0,8.5,,
DCL,2022-10-22,2022-10-22T19:00:00+0000,2022-10-22T23:00:00+0000,6,781.0,11.48,,
DCH,2022-10-22,2022-10-22T19:00:00+0000,2022-10-22T23:00:00+0000,6,629.0,1.46,,
DRL,2022-10-22,2022-10-22T15:00:00+0000,2022-10-22T19:00:00+0000,5,33.0,26.74,,
DRH,2022-10-22,2022-10-22T15:00:00+0000,2022-10-22T19:00:00+0000,5,75.0,20.45,,
DML,2022-10-22,2022-10-22T15:00:00+0000,2022-10-22T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-22,2022-10-22T15:00:00+0000,2022-10-22T19:00:00+0000,5,9.0,8.9,,
DCL,2022-10-22,2022-10-22T15:00:00+0000,2022-10-22T19:00:00+0000,5,805.0,28.34,,
DCH,2022-10-22,2022-10-22T15:00:00+0000,2022-10-22T19:00:00+0000,5,531.0,2.0,,
DRL,2022-10-22,2022-10-22T11:00:00+0000,2022-10-22T15:00:00+0000,4,33.0,21.09,,
DRH,2022-10-22,2022-10-22T11:00:00+0000,2022-10-22T15:00:00+0000,4,74.0,12.3,,
DML,2022-10-22,2022-10-22T11:00:00+0000,2022-10-22T15:00:00+0000,4,19.0,5.0,,
DMH,2022-10-22,2022-10-22T11:00:00+0000,2022-10-22T15:00:00+0000,4,27.0,8.15,,
DCL,2022-10-22,2022-10-22T11:00:00+0000,2022-10-22T15:00:00+0000,4,787.0,16.9,,
DCH,2022-10-22,2022-10-22T11:00:00+0000,2022-10-22T15:00:00+0000,4,675.0,5.36,,
DRL,2022-10-22,2022-10-22T07:00:00+0000,2022-10-22T11:00:00+0000,3,13.0,10.5,,
DRH,2022-10-22,2022-10-22T07:00:00+0000,2022-10-22T11:00:00+0000,3,74.0,15.3,,
DML,2022-10-22,2022-10-22T07:00:00+0000,2022-10-22T11:00:00+0000,3,0.0,0.0,,
DMH,2022-10-22,2022-10-22T07:00:00+0000,2022-10-22T11:00:00+0000,3,0.0,0.0,,
DCL,2022-10-22,2022-10-22T07:00:00+0000,2022-10-22T11:00:00+0000,3,806.0,24.9,,
DCH,2022-10-22,2022-10-22T07:00:00+0000,2022-10-22T11:00:00+0000,3,750.0,2.0,,
DRL,2022-10-22,2022-10-22T03:00:00+0000,2022-10-22T07:00:00+0000,2,27.0,9.82,,
DRH,2022-10-22,2022-10-22T03:00:00+0000,2022-10-22T07:00:00+0000,2,74.0,14.8,,
DML,2022-10-22,2022-10-22T03:00:00+0000,2022-10-22T07:00:00+0000,2,0.0,0.0,,
DMH,2022-10-22,2022-10-22T03:00:00+0000,2022-10-22T07:00:00+0000,2,8.0,9.25,,
DCL,2022-10-22,2022-10-22T03:00:00+0000,2022-10-22T07:00:00+0000,2,783.0,11.09,,
DCH,2022-10-22,2022-10-22T03:00:00+0000,2022-10-22T07:00:00+0000,2,733.0,7.79,,
DRL,2022-10-22,2022-10-21T23:00:00+0000,2022-10-22T03:00:00+0000,1,29.0,9.87,,
DRH,2022-10-22,2022-10-21T23:00:00+0000,2022-10-22T03:00:00+0000,1,75.0,13.45,,
DML,2022-10-22,2022-10-21T23:00:00+0000,2022-10-22T03:00:00+0000,1,0.0,0.0,,
DMH,2022-10-22,2022-10-21T23:00:00+0000,2022-10-22T03:00:00+0000,1,9.0,8.64,,
DCL,2022-10-22,2022-10-21T23:00:00+0000,2022-10-22T03:00:00+0000,1,792.0,9.02,,
DCH,2022-10-22,2022-10-21T23:00:00+0000,2022-10-22T03:00:00+0000,1,744.0,6.54,,
DRL,2022-10-21,2022-10-21T19:00:00+0000,2022-10-21T23:00:00+0000,6,55.0,27.0,,
DRH,2022-10-21,2022-10-21T19:00:00+0000,2022-10-21T23:00:00+0000,6,70.0,16.56,,
DML,2022-10-21,2022-10-21T19:00:00+0000,2022-10-21T23:00:00+0000,6,9.0,7.55,,
DMH,2022-10-21,2022-10-21T19:00:00+0000,2022-10-21T23:00:00+0000,6,11.0,8.45,,
DCL,2022-10-21,2022-10-21T19:00:00+0000,2022-10-21T23:00:00+0000,6,683.0,3.4,,
DCH,2022-10-21,2022-10-21T19:00:00+0000,2022-10-21T23:00:00+0000,6,566.0,1.4,,
DRL,2022-10-21,2022-10-21T15:00:00+0000,2022-10-21T19:00:00+0000,5,49.0,26.98,,
DRH,2022-10-21,2022-10-21T15:00:00+0000,2022-10-21T19:00:00+0000,5,70.0,17.87,,
DML,2022-10-21,2022-10-21T15:00:00+0000,2022-10-21T19:00:00+0000,5,6.0,6.25,,
DMH,2022-10-21,2022-10-21T15:00:00+0000,2022-10-21T19:00:00+0000,5,8.0,8.95,,
DCL,2022-10-21,2022-10-21T15:00:00+0000,2022-10-21T19:00:00+0000,5,676.0,3.57,,
DCH,2022-10-21,2022-10-21T15:00:00+0000,2022-10-21T19:00:00+0000,5,452.0,1.44,,
DRL,2022-10-21,2022-10-21T11:00:00+0000,2022-10-21T15:00:00+0000,4,49.0,19.98,,
DRH,2022-10-21,2022-10-21T11:00:00+0000,2022-10-21T15:00:00+0000,4,70.0,14.45,,
DML,2022-10-21,2022-10-21T11:00:00+0000,2022-10-21T15:00:00+0000,4,25.0,5.5,,
DMH,2022-10-21,2022-10-21T11:00:00+0000,2022-10-21T15:00:00+0000,4,27.0,8.5,,
DCL,2022-10-21,2022-10-21T11:00:00+0000,2022-10-21T15:00:00+0000,4,592.0,1.24,,
DCH,2022-10-21,2022-10-21T11:00:00+0000,2022-10-21T15:00:00+0000,4,449.0,0.83,,
DRL,2022-10-21,2022-10-21T07:00:00+0000,2022-10-21T11:00:00+0000,3,50.0,35.0,,
DRH,2022-10-21,2022-10-21T07:00:00+0000,2022-10-21T11:00:00+0000,3,70.0,16.45,,
DML,2022-10-21,2022-10-21T07:00:00+0000,2022-10-21T11:00:00+0000,3,9.0,6.9,,
DMH,2022-10-21,2022-10-21T07:00:00+0000,2022-10-21T11:00:00+0000,3,12.0,9.1,,
DCL,2022-10-21,2022-10-21T07:00:00+0000,2022-10-21T11:00:00+0000,3,631.0,1.73,,
DCH,2022-10-21,2022-10-21T07:00:00+0000,2022-10-21T11:00:00+0000,3,496.0,0.83,,
DRL,2022-10-21,2022-10-21T03:00:00+0000,2022-10-21T07:00:00+0000,2,48.0,13.4,,
DRH,2022-10-21,2022-10-21T03:00:00+0000,2022-10-21T07:00:00+0000,2,70.0,15.36,,
DML,2022-10-21,2022-10-21T03:00:00+0000,2022-10-21T07:00:00+0000,2,6.0,1.95,,
DMH,2022-10-21,2022-10-21T03:00:00+0000,2022-10-21T07:00:00+0000,2,9.0,9.1,,
DCL,2022-10-21,2022-10-21T03:00:00+0000,2022-10-21T07:00:00+0000,2,684.0,1.1,,
DCH,2022-10-21,2022-10-21T03:00:00+0000,2022-10-21T07:00:00+0000,2,632.0,1.11,,
DRL,2022-10-21,2022-10-20T23:00:00+0000,2022-10-21T03:00:00+0000,1,45.0,10.98,,
DRH,2022-10-21,2022-10-20T23:00:00+0000,2022-10-21T03:00:00+0000,1,70.0,12.45,,
DML,2022-10-21,2022-10-20T23:00:00+0000,2022-10-21T03:00:00+0000,1,0.0,0.0,,
DMH,2022-10-21,2022-10-20T23:00:00+0000,2022-10-21T03:00:00+0000,1,9.0,8.45,,
DCL,2022-10-21,2022-10-20T23:00:00+0000,2022-10-21T03:00:00+0000,1,624.0,1.1,,
DCH,2022-10-21,2022-10-20T23:00:00+0000,2022-10-21T03:00:00+0000,1,590.0,0.83,,
DRL,2022-10-20,2022-10-20T19:00:00+0000,2022-10-20T23:00:00+0000,6,29.0,16.84,,
DRH,2022-10-20,2022-10-20T19:00:00+0000,2022-10-20T23:00:00+0000,6,62.0,22.4,,
DML,2022-10-20,2022-10-20T19:00:00+0000,2022-10-20T23:00:00+0000,6,1.0,6.45,,
DMH,2022-10-20,2022-10-20T19:00:00+0000,2022-10-20T23:00:00+0000,6,1.0,8.53,,
DCL,2022-10-20,2022-10-20T19:00:00+0000,2022-10-20T23:00:00+0000,6,702.0,5.9,,
DCH,2022-10-20,2022-10-20T19:00:00+0000,2022-10-20T23:00:00+0000,6,511.0,0.93,,
DRL,2022-10-20,2022-10-20T15:00:00+0000,2022-10-20T19:00:00+0000,5,46.0,20.0,,
DRH,2022-10-20,2022-10-20T15:00:00+0000,2022-10-20T19:00:00+0000,5,62.0,22.5,,
DML,2022-10-20,2022-10-20T15:00:00+0000,2022-10-20T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-20,2022-10-20T15:00:00+0000,2022-10-20T19:00:00+0000,5,0.0,0.0,,
DCL,2022-10-20,2022-10-20T15:00:00+0000,2022-10-20T19:00:00+0000,5,789.0,14.83,,
DCH,2022-10-20,2022-10-20T15:00:00+0000,2022-10-20T19:00:00+0000,5,473.0,1.0,,
DRL,2022-10-20,2022-10-20T11:00:00+0000,2022-10-20T15:00:00+0000,4,48.0,15.0,,
DRH,2022-10-20,2022-10-20T11:00:00+0000,2022-10-20T15:00:00+0000,4,67.0,14.5,,
DML,2022-10-20,2022-10-20T11:00:00+0000,2022-10-20T15:00:00+0000,4,20.0,5.98,,
DMH,2022-10-20,2022-10-20T11:00:00+0000,2022-10-20T15:00:00+0000,4,21.0,9.0,,
DCL,2022-10-20,2022-10-20T11:00:00+0000,2022-10-20T15:00:00+0000,4,810.0,6.62,,
DCH,2022-10-20,2022-10-20T11:00:00+0000,2022-10-20T15:00:00+0000,4,473.0,0.93,,
DRL,2022-10-20,2022-10-20T07:00:00+0000,2022-10-20T11:00:00+0000,3,50.0,20.0,,
DRH,2022-10-20,2022-10-20T07:00:00+0000,2022-10-20T11:00:00+0000,3,61.0,16.45,,
DML,2022-10-20,2022-10-20T07:00:00+0000,2022-10-20T11:00:00+0000,3,0.0,0.0,,
DMH,2022-10-20,2022-10-20T07:00:00+0000,2022-10-20T11:00:00+0000,3,0.0,0.0,,
DCL,2022-10-20,2022-10-20T07:00:00+0000,2022-10-20T11:00:00+0000,3,787.0,7.09,,
DCH,2022-10-20,2022-10-20T07:00:00+0000,2022-10-20T11:00:00+0000,3,613.0,0.93,,
DRL,2022-10-20,2022-10-20T03:00:00+0000,2022-10-20T07:00:00+0000,2,22.0,0.0,,
DRH,2022-10-20,2022-10-20T03:00:00+0000,2022-10-20T07:00:00+0000,2,57.0,10.45,,
DML,2022-10-20,2022-10-20T03:00:00+0000,2022-10-20T07:00:00+0000,2,0.0,0.0,,
DMH,2022-10-20,2022-10-20T03:00:00+0000,2022-10-20T07:00:00+0000,2,0.0,0.0,,
DCL,2022-10-20,2022-10-20T03:00:00+0000,2022-10-20T07:00:00+0000,2,713.0,2.0,,
DCH,2022-10-20,2022-10-20T03:00:00+0000,2022-10-20T07:00:00+0000,2,814.0,3.0,,
DRL,2022-10-20,2022-10-19T23:00:00+0000,2022-10-20T03:00:00+0000,1,34.0,10.84,,
DRH,2022-10-20,2022-10-19T23:00:00+0000,2022-10-20T03:00:00+0000,1,52.0,10.45,,
DML,2022-10-20,2022-10-19T23:00:00+0000,2022-10-20T03:00:00+0000,1,0.0,0.0,,
DMH,2022-10-20,2022-10-19T23:00:00+0000,2022-10-20T03:00:00+0000,1,0.0,0.0,,
DCL,2022-10-20,2022-10-19T23:00:00+0000,2022-10-20T03:00:00+0000,1,690.0,3.12,,
DCH,2022-10-20,2022-10-19T23:00:00+0000,2022-10-20T03:00:00+0000,1,785.0,3.9,,
DRL,2022-10-19,2022-10-19T19:00:00+0000,2022-10-19T23:00:00+0000,6,22.0,0.0,,
DRH,2022-10-19,2022-10-19T19:00:00+0000,2022-10-19T23:00:00+0000,6,54.0,0.0,,
DML,2022-10-19,2022-10-19T19:00:00+0000,2022-10-19T23:00:00+0000,6,0.0,0.0,,
DMH,2022-10-19,2022-10-19T19:00:00+0000,2022-10-19T23:00:00+0000,6,8.0,7.9,,
DCL,2022-10-19,2022-10-19T19:00:00+0000,2022-10-19T23:00:00+0000,6,694.0,4.37,,
DCH,2022-10-19,2022-10-19T19:00:00+0000,2022-10-19T23:00:00+0000,6,707.0,5.23,,
DRL,2022-10-19,2022-10-19T15:00:00+0000,2022-10-19T19:00:00+0000,5,22.0,0.0,,
DRH,2022-10-19,2022-10-19T15:00:00+0000,2022-10-19T19:00:00+0000,5,54.0,0.0,,
DML,2022-10-19,2022-10-19T15:00:00+0000,2022-10-19T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-19,2022-10-19T15:00:00+0000,2022-10-19T19:00:00+0000,5,0.0,0.0,,
DCL,2022-10-19,2022-10-19T15:00:00+0000,2022-10-19T19:00:00+0000,5,793.0,8.27,,
DCH,2022-10-19,2022-10-19T15:00:00+0000,2022-10-19T19:00:00+0000,5,650.0,1.25,,
DRL,2022-10-19,2022-10-19T11:00:00+0000,2022-10-19T15:00:00+0000,4,22.0,0.0,,
DRH,2022-10-19,2022-10-19T11:00:00+0000,2022-10-19T15:00:00+0000,4,50.0,15.0,,
DML,2022-10-19,2022-10-19T11:00:00+0000,2022-10-19T15:00:00+0000,4,19.0,5.0,,
DMH,2022-10-19,2022-10-19T11:00:00+0000,2022-10-19T15:00:00+0000,4,27.0,8.4,,
DCL,2022-10-19,2022-10-19T11:00:00+0000,2022-10-19T15:00:00+0000,4,709.0,2.7,,
DCH,2022-10-19,2022-10-19T11:00:00+0000,2022-10-19T15:00:00+0000,4,654.0,1.65,,
DRL,2022-10-19,2022-10-19T07:00:00+0000,2022-10-19T11:00:00+0000,3,22.0,0.0,,
DRH,2022-10-19,2022-10-19T07:00:00+0000,2022-10-19T11:00:00+0000,3,55.0,20.0,,
DML,2022-10-19,2022-10-19T07:00:00+0000,2022-10-19T11:00:00+0000,3,0.0,0.0,,
DMH,2022-10-19,2022-10-19T07:00:00+0000,2022-10-19T11:00:00+0000,3,0.0,0.0,,
DCL,2022-10-19,2022-10-19T07:00:00+0000,2022-10-19T11:00:00+0000,3,617.0,4.28,,
DCH,2022-10-19,2022-10-19T07:00:00+0000,2022-10-19T11:00:00+0000,3,670.0,4.83,,
DRL,2022-10-19,2022-10-19T03:00:00+0000,2022-10-19T07:00:00+0000,2,22.0,0.0,,
DRH,2022-10-19,2022-10-19T03:00:00+0000,2022-10-19T07:00:00+0000,2,58.0,0.0,,
DML,2022-10-19,2022-10-19T03:00:00+0000,2022-10-19T07:00:00+0000,2,0.0,0.0,,
DMH,2022-10-19,2022-10-19T03:00:00+0000,2022-10-19T07:00:00+0000,2,8.0,8.4,,
DCL,2022-10-19,2022-10-19T03:00:00+0000,2022-10-19T07:00:00+0000,2,724.0,2.7,,
DCH,2022-10-19,2022-10-19T03:00:00+0000,2022-10-19T07:00:00+0000,2,796.0,4.45,,
DRL,2022-10-19,2022-10-18T23:00:00+0000,2022-10-19T03:00:00+0000,1,26.0,11.89,,
DRH,2022-10-19,2022-10-18T23:00:00+0000,2022-10-19T03:00:00+0000,1,64.0,10.0,,
DML,2022-10-19,2022-10-18T23:00:00+0000,2022-10-19T03:00:00+0000,1,0.0,0.0,,
DMH,2022-10-19,2022-10-18T23:00:00+0000,2022-10-19T03:00:00+0000,1,9.0,7.9,,
DCL,2022-10-19,2022-10-18T23:00:00+0000,2022-10-19T03:00:00+0000,1,699.0,2.7,,
DCH,2022-10-19,2022-10-18T23:00:00+0000,2022-10-19T03:00:00+0000,1,784.0,5.45,,
DRL,2022-10-18,2022-10-18T19:00:00+0000,2022-10-18T23:00:00+0000,6,39.0,35.0,,
DRH,2022-10-18,2022-10-18T19:00:00+0000,2022-10-18T23:00:00+0000,6,61.0,28.0,,
DML,2022-10-18,2022-10-18T19:00:00+0000,2022-10-18T23:00:00+0000,6,0.0,0.0,,
DMH,2022-10-18,2022-10-18T19:00:00+0000,2022-10-18T23:00:00+0000,6,0.0,0.0,,
DCL,2022-10-18,2022-10-18T19:00:00+0000,2022-10-18T23:00:00+0000,6,697.0,7.79,,
DCH,2022-10-18,2022-10-18T19:00:00+0000,2022-10-18T23:00:00+0000,6,697.0,1.9,,
DRL,2022-10-18,2022-10-18T15:00:00+0000,2022-10-18T19:00:00+0000,5,60.0,40.0,,
DRH,2022-10-18,2022-10-18T15:00:00+0000,2022-10-18T19:00:00+0000,5,61.0,28.0,,
DML,2022-10-18,2022-10-18T15:00:00+0000,2022-10-18T19:00:00+0000,5,0.0,0.0,,
DMH,2022-10-18,2022-10-18T15:00:00+0000,2022-10-18T19:00:00+0000,5,0.0,0.0,,
DCL,2022-10-18,2022-10-18T15:00:00+0000,2022-10-18T19:00:00+0000,5,705.0,14.9,,
DCH,2022-10-18,2022-10-18T15:00:00+0000,2022-10-18T19:00:00+0000,5,594.0,2.3,,
DRL,2022-10-18,2022-10-18T11:00:00+0000,2022-10-18T15:00:00+0000,4,32.0,28.0,,
DRH,2022-10-18,2022-10-18T11:00:00+0000,2022-10-18T15:00:00+0000,4,98.0,3.0,,
DML,2022-10-18,2022-10-18T11:00:00+0000,2022-10-18T15:00:00+0000,4,19.0,5.0,,
DMH,2022-10-18,2022-10-18T11:00:00+0000,2022-10-18T15:00:00+0000,4,19.0,10.0,,
