Date Time,Value
2022-01-09 00:30:00,182.88
2022-01-09 01:00:00,154.84
2022-01-09 01:30:00,154.84
2022-01-09 02:00:00,132.0
2022-01-09 02:30:00,132.0
2022-01-09 03:00:00,100.28
2022-01-09 03:30:00,100.28
2022-01-09 04:00:00,96.91
2022-01-09 04:30:00,96.91
2022-01-09 05:00:00,99.9
2022-01-09 05:30:00,99.9
2022-01-09 06:00:00,101.53
2022-01-09 06:30:00,101.53
2022-01-09 07:00:00,87.45
2022-01-09 07:30:00,87.45
2022-01-09 08:00:00,140.23
2022-01-09 08:30:00,140.23
2022-01-09 09:00:00,176.96
2022-01-09 09:30:00,176.96
2022-01-09 10:00:00,165.56
2022-01-09 10:30:00,165.56
2022-01-09 11:00:00,164.29
2022-01-09 11:30:00,164.29
2022-01-09 12:00:00,194.24
2022-01-09 12:30:00,194.24
2022-01-09 13:00:00,188.81
2022-01-09 13:30:00,188.81
2022-01-09 14:00:00,173.39
2022-01-09 14:30:00,173.39
2022-01-09 15:00:00,157.46
2022-01-09 15:30:00,157.46
2022-01-09 16:00:00,234.45
2022-01-09 16:30:00,234.45
2022-01-09 17:00:00,259.99
2022-01-09 17:30:00,259.99
2022-01-09 18:00:00,232.21
2022-01-09 18:30:00,232.21
2022-01-09 19:00:00,198.86
2022-01-09 19:30:00,198.86
2022-01-09 20:00:00,197.77
2022-01-09 20:30:00,197.77
2022-01-09 21:00:00,178.39
2022-01-09 21:30:00,178.39
2022-01-09 22:00:00,181.59
2022-01-09 22:30:00,181.59
2022-01-09 23:00:00,172.01
2022-01-09 23:30:00,172.01
2022-01-10 00:00:00,166.37
2022-01-10 00:30:00,166.37
2022-01-10 01:00:00,160.0
2022-01-10 01:30:00,160.0
2022-01-10 02:00:00,147.06
2022-01-10 02:30:00,147.06
2022-01-10 03:00:00,146.44
2022-01-10 03:30:00,146.44
2022-01-10 04:00:00,157.38
2022-01-10 04:30:00,157.38
2022-01-10 05:00:00,169.96
2022-01-10 05:30:00,169.96
2022-01-10 06:00:00,218.22
2022-01-10 06:30:00,218.22
2022-01-10 07:00:00,230.72
2022-01-10 07:30:00,230.72
2022-01-10 08:00:00,245.0
2022-01-10 08:30:00,245.0
2022-01-10 09:00:00,243.54
2022-01-10 09:30:00,243.54
2022-01-10 10:00:00,240.4
2022-01-10 10:30:00,240.4
2022-01-10 11:00:00,240.87
2022-01-10 11:30:00,240.87
2022-01-10 12:00:00,226.62
2022-01-10 12:30:00,226.62
2022-01-10 13:00:00,219.98
2022-01-10 13:30:00,219.98
2022-01-10 14:00:00,216.83
2022-01-10 14:30:00,216.83
2022-01-10 15:00:00,206.01
2022-01-10 15:30:00,206.01
2022-01-10 16:00:00,235.29
2022-01-10 16:30:00,235.29
2022-01-10 17:00:00,233.87
2022-01-10 17:30:00,233.87
2022-01-10 18:00:00,209.94
2022-01-10 18:30:00,209.94
2022-01-10 19:00:00,199.05
2022-01-10 19:30:00,199.05
2022-01-10 20:00:00,184.23
2022-01-10 20:30:00,184.23
2022-01-10 21:00:00,173.33
2022-01-10 21:30:00,173.33
2022-01-10 22:00:00,144.02
2022-01-10 22:30:00,144.02
2022-01-10 23:00:00,167.97
2022-01-10 23:30:00,167.97
2022-01-11 00:00:00,162.4
2022-01-11 00:30:00,162.4
2022-01-11 01:00:00,161.37
2022-01-11 01:30:00,161.37
2022-01-11 02:00:00,158.07
2022-01-11 02:30:00,158.07
2022-01-11 03:00:00,156.57
2022-01-11 03:30:00,156.57
2022-01-11 04:00:00,160.01
2022-01-11 04:30:00,160.01
2022-01-11 05:00:00,178.24
2022-01-11 05:30:00,178.24
2022-01-11 06:00:00,194.91
2022-01-11 06:30:00,194.91
2022-01-11 07:00:00,196.2
2022-01-11 07:30:00,196.2
2022-01-11 08:00:00,237.16
2022-01-11 08:30:00,237.16
2022-01-11 09:00:00,235.0
2022-01-11 09:30:00,235.0
2022-01-11 10:00:00,232.31
2022-01-11 10:30:00,232.31
2022-01-11 11:00:00,231.47
2022-01-11 11:30:00,231.47
2022-01-11 12:00:00,234.4
2022-01-11 12:30:00,234.4
2022-01-11 13:00:00,239.26
2022-01-11 13:30:00,239.26
2022-01-11 14:00:00,245.06
2022-01-11 14:30:00,245.06
2022-01-11 15:00:00,236.61
2022-01-11 15:30:00,236.61
2022-01-11 16:00:00,263.0
2022-01-11 16:30:00,263.0
2022-01-11 17:00:00,277.56
2022-01-11 17:30:00,277.56
2022-01-11 18:00:00,262.17
2022-01-11 18:30:00,262.17
2022-01-11 19:00:00,236.6
2022-01-11 19:30:00,236.6
2022-01-11 20:00:00,205.0
2022-01-11 20:30:00,205.0
2022-01-11 21:00:00,193.85
2022-01-11 21:30:00,193.85
2022-01-11 22:00:00,171.93
2022-01-11 22:30:00,171.93
2022-01-11 23:00:00,162.02
2022-01-11 23:30:00,162.02
2022-01-12 00:00:00,159.09
2022-01-12 00:30:00,159.09
2022-01-12 01:00:00,155.04
2022-01-12 01:30:00,155.04
